Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
182,Medecine Tropicale 2011;71(2):157-161 - Aspects epidemiologiques et medico-cliniques de l'epidemie de cholera dans le departement du Littoral au Benin en 2008,https://pubmed.ncbi.nlm.nih.gov/21695873,,2008-07-26 to 2008-12-20,Peer-reviewed epidemiological study (French),Active,Level 1,Pending,[EPMC]/[OA] francophone literature sweep; [PM] PubMed E-utilities efetch of the abstract,fr,1,,[EPMC]/[OA] francophone literature sweep; [PM] PubMed E-utilities efetch of the abstract,AI
183,"Republique du Benin, Ministere de la Sante, DDS Mono-Couffo - Annuaire des statistiques sanitaires 2013 des departements du Mono et du Couffo (Tableaux 53 et 54, DDS-MC/SPIRS/SNIGS)",https://web.archive.org/web/20220305133727if_/https://sante.gouv.bj/assets/ressources/pdf/annuaire_2013_dds-mono_vf_cspirs.pdf,,2013-01-01 to 2013-12-31,National health-information system annual statistical yearbook (department/commune level),Active,Level 1,Pending,"[CDX] Internet Archive domain crawl of sante.gouv.bj (4 659 URLs) filtered to department- and zone-level Annuaires, which Agent 3's national-volume search never reached; [WF] Wayback retrieval",fr,1,,"[CDX] Internet Archive domain crawl of sante.gouv.bj (4 659 URLs) filtered to department- and zone-level Annuaires, which Agent 3's national-volume search never reached; [WF] Wayback retrieval",AI
184,"Republique du Benin, Ministere de la Sante - Annuaire des Statistiques de la Zone Sanitaire de Bassila 2014 (Tableaux 70 et 87, SNIGS ZS Bassila / SDSP-DDS AD)",https://web.archive.org/web/20220303020347if_/https://sante.gouv.bj/assets/ressources/pdf/annuaire_2014_zs_bassila_2.pdf,,2014-01-01 to 2014-12-31,National health-information system annual statistical yearbook (department/commune level),Active,Level 1,Pending,"[CDX] Internet Archive domain crawl of sante.gouv.bj (4 659 URLs) filtered to department- and zone-level Annuaires, which Agent 3's national-volume search never reached; [WF] Wayback retrieval",fr,1,,"[CDX] Internet Archive domain crawl of sante.gouv.bj (4 659 URLs) filtered to department- and zone-level Annuaires, which Agent 3's national-volume search never reached; [WF] Wayback retrieval",AI
185,"Republique du Benin, Ministere de la Sante - Situation sanitaire de la Zone Sanitaire de Bassila 2015 (EEZS Bassila, maladies a potentiel epidemique)",https://web.archive.org/web/20220303020435if_/https://sante.gouv.bj/assets/ressources/pdf/situation_sanitaire_zs_bassila_2015_vf.pdf,,2015-01-01 to 2015-12-31,National health-information system annual statistical yearbook (department/commune level),Active,Level 1,Pending,"[CDX] Internet Archive domain crawl of sante.gouv.bj (4 659 URLs) filtered to department- and zone-level Annuaires, which Agent 3's national-volume search never reached; [WF] Wayback retrieval",fr,1,,"[CDX] Internet Archive domain crawl of sante.gouv.bj (4 659 URLs) filtered to department- and zone-level Annuaires, which Agent 3's national-volume search never reached; [WF] Wayback retrieval",AI
186,"Republique du Benin, Ministere de la Sante - Annuaire des statistiques sanitaires 2010, Tableau 122 (SGSI/DPP/MS routine health-facility statistics, distinct from the SIMR/DNSP surveillance Tableau 103)",https://web.archive.org/web/20250429105648if_/https://sante.gouv.bj/assets/ressources/pdf/Annuaire_2010_MS_VF.pdf#Tableau122,,2010-01-01 to 2010-12-31,National health-information system annual statistical yearbook (department/commune level),Active,Level 1,Pending,"[CDX] Internet Archive domain crawl of sante.gouv.bj (4 659 URLs) filtered to department- and zone-level Annuaires, which Agent 3's national-volume search never reached; [WF] Wayback retrieval",fr,1,,"[CDX] Internet Archive domain crawl of sante.gouv.bj (4 659 URLs) filtered to department- and zone-level Annuaires, which Agent 3's national-volume search never reached; [WF] Wayback retrieval",AI
187,"Republique du Benin, Ministere de la Sante, Zone Sanitaire Cotonou 1-4 - Annuaire des statistiques sanitaires 2010 (Tableau 25, CSE/ZS COT 1-4)",https://web.archive.org/web/20161222155726if_/http://sante.gouv.bj/documents/DDS-ATL-LIT/annuaire_stat_cot%201_4_2010.pdf,,2010-01-01 to 2010-12-31,Department/zone-sanitaire annual statistical yearbook (Benin MoH),Active,Level 1,Pending,[CDX] Internet Archive domain crawl of sante.gouv.bj filtered to /documents/DDS_*/ and /documents/ZS/ paths - department- and zone-level Annuaires that exist only under those paths and were never in the national series; [WF] Wayback retrieval,fr,1,,[CDX] Internet Archive domain crawl of sante.gouv.bj filtered to /documents/DDS_*/ and /documents/ZS/ paths - department- and zone-level Annuaires that exist only under those paths and were never in the national series; [WF] Wayback retrieval,AI
188,"Republique du Benin, Ministere de la Sante, Zone Sanitaire Cotonou II-III - Annuaire des statistiques sanitaires 2010 (Tableau 22, SNIGS/ZS COT II-III)",https://web.archive.org/web/20161223161935if_/http://sante.gouv.bj/documents/DDS-ATL-LIT/Annuaire%20des%20statistiques%20cot%202-3%202010.pdf,,2010-01-01 to 2010-12-31,Department/zone-sanitaire annual statistical yearbook (Benin MoH),Active,Level 1,Pending,[CDX] Internet Archive domain crawl of sante.gouv.bj filtered to /documents/DDS_*/ and /documents/ZS/ paths - department- and zone-level Annuaires that exist only under those paths and were never in the national series; [WF] Wayback retrieval,fr,1,,[CDX] Internet Archive domain crawl of sante.gouv.bj filtered to /documents/DDS_*/ and /documents/ZS/ paths - department- and zone-level Annuaires that exist only under those paths and were never in the national series; [WF] Wayback retrieval,AI
189,"Republique du Benin, Ministere de la Sante, Zone Sanitaire Cotonou 1-4 - Annuaire des statistiques sanitaires 2011 (Tableau 53, CSE/ZS COT 1-4)",https://web.archive.org/web/20161223161930if_/http://sante.gouv.bj/documents/DDS-ATL-LIT/annuaire%20stat%202011%20cot%201-4.pdf,,2011-01-01 to 2011-12-31,Department/zone-sanitaire annual statistical yearbook (Benin MoH),Active,Level 1,Pending,[CDX] Internet Archive domain crawl of sante.gouv.bj filtered to /documents/DDS_*/ and /documents/ZS/ paths - department- and zone-level Annuaires that exist only under those paths and were never in the national series; [WF] Wayback retrieval,fr,1,,[CDX] Internet Archive domain crawl of sante.gouv.bj filtered to /documents/DDS_*/ and /documents/ZS/ paths - department- and zone-level Annuaires that exist only under those paths and were never in the national series; [WF] Wayback retrieval,AI
190,"Republique du Benin, Ministere de la Sante, Zone Sanitaire Cotonou 6 - Annuaire des statistiques sanitaires 2011 (Tableau 58, SNIGS/ZS COT6)",https://web.archive.org/web/20161222204432if_/http://sante.gouv.bj/documents/DDS-ATL-LIT/annuaire_stat_COT_%206_2011_corrig%C3%A9.pdf,,2011-01-01 to 2011-12-31,Department/zone-sanitaire annual statistical yearbook (Benin MoH),Active,Level 1,Pending,[CDX] Internet Archive domain crawl of sante.gouv.bj filtered to /documents/DDS_*/ and /documents/ZS/ paths - department- and zone-level Annuaires that exist only under those paths and were never in the national series; [WF] Wayback retrieval,fr,1,,[CDX] Internet Archive domain crawl of sante.gouv.bj filtered to /documents/DDS_*/ and /documents/ZS/ paths - department- and zone-level Annuaires that exist only under those paths and were never in the national series; [WF] Wayback retrieval,AI
191,"Republique du Benin, Ministere de la Sante, Zone Sanitaire Cotonou 2-3 - Annuaire des statistiques sanitaires 2011 (section III.4.1 Cholera)",https://web.archive.org/web/20220305145817if_/https://sante.gouv.bj/documents/DDS-ATL-LIT/ANNUAIRE_DES_STATISTIQUES_SANITAIRES_de_ZS_Cot_2-3_2011.pdf,,2011-01-01 to 2011-12-31,Department/zone-sanitaire annual statistical yearbook (Benin MoH),Active,Level 1,Pending,[CDX] Internet Archive domain crawl of sante.gouv.bj filtered to /documents/DDS_*/ and /documents/ZS/ paths - department- and zone-level Annuaires that exist only under those paths and were never in the national series; [WF] Wayback retrieval,fr,1,,[CDX] Internet Archive domain crawl of sante.gouv.bj filtered to /documents/DDS_*/ and /documents/ZS/ paths - department- and zone-level Annuaires that exist only under those paths and were never in the national series; [WF] Wayback retrieval,AI
192,"Republique du Benin, Ministere de la Sante, Zone Sanitaire Cotonou 2-3 - Annuaire des statistiques sanitaires 2012 (section III.4.1 Cholera)",https://web.archive.org/web/20220305145704if_/https://sante.gouv.bj/documents/DDS-ATL-LIT/ANNUAIRE_DES_STATISTIQUES_SANITAIRES_de_ZS_Cot_2-3_2012.pdf,,2012-01-01 to 2012-12-31,Department/zone-sanitaire annual statistical yearbook (Benin MoH),Active,Level 1,Pending,[CDX] Internet Archive domain crawl of sante.gouv.bj filtered to /documents/DDS_*/ and /documents/ZS/ paths - department- and zone-level Annuaires that exist only under those paths and were never in the national series; [WF] Wayback retrieval,fr,1,,[CDX] Internet Archive domain crawl of sante.gouv.bj filtered to /documents/DDS_*/ and /documents/ZS/ paths - department- and zone-level Annuaires that exist only under those paths and were never in the national series; [WF] Wayback retrieval,AI
193,"Republique du Benin, Ministere de la Sante, DDS Oueme-Plateau - Annuaire des statistiques sanitaires 2010 (Tableau 65, SIMR/DDS-OP)",https://web.archive.org/web/20161223161049if_/http://sante.gouv.bj/documents/DDS_OP/ANNUAIRE_STATISTIQUES_%20SANITAIRE_OP_2010_valid%C3%A9%20et%20corrig%C3%A9_D.pdf,,2010-01-01 to 2010-12-31,Department/zone-sanitaire annual statistical yearbook (Benin MoH),Active,Level 1,Pending,[CDX] Internet Archive domain crawl of sante.gouv.bj filtered to /documents/DDS_*/ and /documents/ZS/ paths - department- and zone-level Annuaires that exist only under those paths and were never in the national series; [WF] Wayback retrieval,fr,1,,[CDX] Internet Archive domain crawl of sante.gouv.bj filtered to /documents/DDS_*/ and /documents/ZS/ paths - department- and zone-level Annuaires that exist only under those paths and were never in the national series; [WF] Wayback retrieval,AI
194,"Republique du Benin, Ministere de la Sante, DDS Oueme-Plateau - Annuaire des statistiques sanitaires 2011 (Tableau 64, SIMR/SEPS/DDS-OP)",https://web.archive.org/web/20161223162013if_/http://sante.gouv.bj/documents/DDS_OP/ANNUAIRE_STATISTIQUES_%20SANITAIRE_OP_2011%20VALIDE.pdf,,2011-01-01 to 2011-12-31,Department/zone-sanitaire annual statistical yearbook (Benin MoH),Active,Level 1,Pending,[CDX] Internet Archive domain crawl of sante.gouv.bj filtered to /documents/DDS_*/ and /documents/ZS/ paths - department- and zone-level Annuaires that exist only under those paths and were never in the national series; [WF] Wayback retrieval,fr,1,,[CDX] Internet Archive domain crawl of sante.gouv.bj filtered to /documents/DDS_*/ and /documents/ZS/ paths - department- and zone-level Annuaires that exist only under those paths and were never in the national series; [WF] Wayback retrieval,AI
195,"Republique du Benin, Ministere de la Sante, DDS Atacora-Donga - Annuaire des statistiques sanitaires 2012 (Tableau 97, SDSP/DDS AD)",https://web.archive.org/web/20161223023027if_/http://sante.gouv.bj/documents/DDS_AD/Annuaire%20statistiques%202012%20DDS%20AD%20Vf.pdf,,2012-01-01 to 2012-12-31,Department/zone-sanitaire annual statistical yearbook (Benin MoH),Active,Level 1,Pending,[CDX] Internet Archive domain crawl of sante.gouv.bj filtered to /documents/DDS_*/ and /documents/ZS/ paths - department- and zone-level Annuaires that exist only under those paths and were never in the national series; [WF] Wayback retrieval,fr,1,,[CDX] Internet Archive domain crawl of sante.gouv.bj filtered to /documents/DDS_*/ and /documents/ZS/ paths - department- and zone-level Annuaires that exist only under those paths and were never in the national series; [WF] Wayback retrieval,AI
196,"Republique du Benin, Ministere de la Sante, DDS Atacora-Donga - Annuaire des statistiques sanitaires 2010 (Tableau 78, SDSP/DDS AD)",https://web.archive.org/web/20161223161112if_/http://sante.gouv.bj/documents/DDS_AD/Annuaire_stat_DDS_AD_2010.pdf,,2010-01-01 to 2010-12-31,Department/zone-sanitaire annual statistical yearbook (Benin MoH),Active,Level 1,Pending,[CDX] Internet Archive domain crawl of sante.gouv.bj filtered to /documents/DDS_*/ and /documents/ZS/ paths - department- and zone-level Annuaires that exist only under those paths and were never in the national series; [WF] Wayback retrieval,fr,1,,[CDX] Internet Archive domain crawl of sante.gouv.bj filtered to /documents/DDS_*/ and /documents/ZS/ paths - department- and zone-level Annuaires that exist only under those paths and were never in the national series; [WF] Wayback retrieval,AI
197,"Republique du Benin, Ministere de la Sante, DDS Borgou-Alibori - Annuaire des statistiques sanitaires 2010 (Tableaux 108 et 109, SEPS/DDS-Borgou-Alibori)",https://web.archive.org/web/20161223161813if_/http://sante.gouv.bj/documents/DDS_BA/annuaire_statistiques_2010_des_departements_du_borgou_alibori.pdf,,2010-01-01 to 2010-12-31,Department/zone-sanitaire annual statistical yearbook (Benin MoH),Active,Level 1,Pending,"[CDX] Internet Archive crawl of sante.gouv.bj, /documents/DDS_BA/ and /documents/ZS/ paths; [WF] Wayback retrieval",fr,1,,"[CDX] Internet Archive crawl of sante.gouv.bj, /documents/DDS_BA/ and /documents/ZS/ paths; [WF] Wayback retrieval",AI
198,"Republique du Benin, Ministere de la Sante, DDS Borgou-Alibori - Annuaire des statistiques sanitaires 2011 (Tableaux 113 et 114, SPPS/DDS-Borgou-Alibori)",https://web.archive.org/web/20161222214000if_/http://sante.gouv.bj/documents/DDS_BA/annuaire_statistiques_2011_des_departements_du_borgou_alibori.pdf,,2011-01-01 to 2011-12-31,Department/zone-sanitaire annual statistical yearbook (Benin MoH),Active,Level 1,Pending,"[CDX] Internet Archive crawl of sante.gouv.bj, /documents/DDS_BA/ and /documents/ZS/ paths; [WF] Wayback retrieval",fr,1,,"[CDX] Internet Archive crawl of sante.gouv.bj, /documents/DDS_BA/ and /documents/ZS/ paths; [WF] Wayback retrieval",AI
199,"Republique du Benin, Ministere de la Sante, Zone Sanitaire Djougou-Copargo-Ouake - Annuaire statistique 2012 (Tableau 76, EEZS DCO)",https://web.archive.org/web/20220303020604if_/https://sante.gouv.bj/assets/ressources/pdf/annuaire_stat_2012_zs_dco_ok2.pdf,,2012-01-01 to 2012-12-31,Department/zone-sanitaire annual statistical yearbook (Benin MoH),Active,Level 1,Pending,"[CDX] Internet Archive crawl of sante.gouv.bj, /documents/DDS_BA/ and /documents/ZS/ paths; [WF] Wayback retrieval",fr,1,,"[CDX] Internet Archive crawl of sante.gouv.bj, /documents/DDS_BA/ and /documents/ZS/ paths; [WF] Wayback retrieval",AI
200,"Republique du Benin, Ministere de la Sante, DDS Mono-Couffo - Annuaire des statistiques sanitaires 2009 (Tableaux 58 et 59, DDS-MC/SEPS/SNIGS)",https://web.archive.org/web/20161223161455if_/http://sante.gouv.bj/documents/DDS_MC/Annuaire_2009.pdf,,2009-01-01 to 2009-12-31,"Department annual statistical yearbook, commune level (Benin MoH)",Active,Level 1,Pending,"[CDX] Internet Archive crawl of sante.gouv.bj, /documents/DDS_MC/ path; [WF] Wayback retrieval",fr,1,,"[CDX] Internet Archive crawl of sante.gouv.bj, /documents/DDS_MC/ path; [WF] Wayback retrieval",AI
201,"Republique du Benin, Ministere de la Sante, DDS Oueme-Plateau - Annuaire des Statistiques Sanitaires 2009 (Tableau 21, SNIGS/SEPS/DDS-OP)",https://web.archive.org/web/20161224161339if_/http://sante.gouv.bj/documents/DDS_OP/annuaire_stat_2009.pdf,,2009-01-01 to 2009-12-31,"Department annual statistical yearbook, commune level (Benin MoH)",Active,Level 1,Pending,"[CDX] Internet Archive crawl of sante.gouv.bj, /documents/DDS_OP/ path; [WF] Wayback retrieval",fr,1,,"[CDX] Internet Archive crawl of sante.gouv.bj, /documents/DDS_OP/ path; [WF] Wayback retrieval",AI
202,"Republique du Benin, Ministere de la Sante - Annuaire des statistiques sanitaires 2010, Graphique 12 'Nombre de cas de cholera par mois en 2010' (SIMR/DNSP)",https://web.archive.org/web/20250429105648if_/https://sante.gouv.bj/assets/ressources/pdf/Annuaire_2010_MS_VF.pdf#Graphique12,,2010-01-01 to 2010-12-31,National monthly cholera case series (chart with data labels),Active,Level 1,Pending,[WF] page-97 render of the recovered Annuaire 2010; the data labels are in the PDF text layer and were verified against a 190 dpi page image,fr,1,,[WF] page-97 render of the recovered Annuaire 2010; the data labels are in the PDF text layer and were verified against a 190 dpi page image,AI
203,"Republique du Benin, Ministere de la Sante - Annuaire des statistiques sanitaires 2012, Graphique 12 'Nombre de cas de cholera par mois en 2012' (SIMR/DNSP)",https://web.archive.org/web/20250429111953if_/https://sante.gouv.bj/assets/ressources/pdf/Annuaire_2012_MS_VF.pdf#Graphique12,,2012-01-01 to 2012-12-31,National monthly cholera case series (chart with data labels),Active,Level 1,Pending,"[WF] monthly-chart scan across six national Annuaires; only 2010 and 2012 carry one, and the 2013 volume reprints the 2012 chart verbatim",fr,1,,"[WF] monthly-chart scan across six national Annuaires; only 2010 and 2012 carry one, and the 2013 volume reprints the 2012 chart verbatim",AI
204,"Republique du Benin, Ministere de la Sante - Annuaire des statistiques sanitaires 2010, Tableau 103 'Cas et deces des maladies a potentiel epidemique par zone sanitaire en 2010' (SIMR/DNSP), zone-sanitaire rows",https://web.archive.org/web/20250429105648if_/https://sante.gouv.bj/assets/ressources/pdf/Annuaire_2010_MS_VF.pdf#Tableau103zones,,2010-01-01 to 2010-12-31,"National yearbook, zone-sanitaire level",Active,Level 1,Pending,"[WF] full extraction of Tableau 103, which Agent 3 used only for its twelve DEPARTMENT rows; the table also prints every zone sanitaire",fr,1,,"[WF] full extraction of Tableau 103, which Agent 3 used only for its twelve DEPARTMENT rows; the table also prints every zone sanitaire",AI
